0	1	2
240	80570	Submodularity and Discrete Convexity
240	81549	Submodularity and Discrete Convexity
240	83582	PredefiniciÃ³n de asientos en contaplus
240	86131	Proceso de innovaciÃ³n
240	86510	ConfiguraciÃ³n de OSPF en routers CISCO
240	86788	Concepto de clase de secciÃ³n en estructuras de acero
241	35179	Fundamentals Of Metalogic
241	64620	Modeling Mutual Context of Object and Human Pose in Human-Object Interaction Activities
241	66723	Modeling Mutual Context of Object and Human Pose in Human-Object Interaction Activities
241	79349	Lecture 30: Simple Harmonic Oscillations - Energy Considerations - Torsional Pendulum
241	84194	Un procedimiento paramÃ©dico para resolver el problema PRV.
241	85729	SecuenciaciÃ³n en lÃ­neas de montaje con mezcla de modelos - el problema LRV
241	88473	Kako biti v redu?
242	1899	Image Retrieval for Image-Based Localization Revisited
242	6179	Can attractor network models account for the statistics of firing during persistent activity in prefrontal cortex?
242	12125	Lecture 8 - Conscious of the Present; Conscious of the Past: Vision and Memory (cont.)
242	12568	Sequential Bayesian Prediction in the Presence of Changepoints
242	19938	Lecture 3: Newton's Method
242	32758	Computer vision
242	70262	Models and theories in cognitive science (Part 2)
242	70908	"Deep	NLP Applications and Dynamic Memory Networks"
242	70946	Seeing People with Deep Learning
242	72726	Image Retrieval for Image-Based Localization Revisited
242	74031	Transfer Learning for Collaborative Filtering via a Rating-Matrix Generative Model
242	76775	Transfer Learning for Collaborative Filtering via a Rating-Matrix Generative Model
242	83223	Vibradores de inercia
242	84188	RepresentaciÃ³n de los estereoisÃ³meros Ã³pticos mediante la notaciÃ³n de Fischer
242	84582	Ajuste de coberturas
242	86322	Equipos para la recolecciÃ³n mecÃ¡nica de frutos III
242	88480	Synthetic maps for navigating high-dimensional data spaces
242	89876	Cyber-military capabilities of North Korea
243	23479	Lecture 16: Collisions - Elastic and Inelastic - Center of Mass Frame of Reference
243	28057	Monte Carlo and the mind
243	76851	Learning with similarity functions
244	13806	Advanced OpenACC (Part 3)
244	13807	Introduction to Open ACC (Part 1)
244	18302	"""Why Should I Trust you?"" Explaining the Predictions of Any Classifier"
244	19533	"Lecture 2: Systematic Generation of Ideas for ""Breakthrough"" New Products and Services - the ""Lead User Method"""
244	22828	Lecture 7: Finite-state Markov Chains; The Matrix Approach
244	27562	Latent Variable Models for Document Analysis
244	27998	Inference in Graphical Models
244	63626	Introduction to Open ACC (Part 2)
244	64602	Beyond Planarity of Graphs
244	64963	Non-Conformant Harmonization: The Real Book in the Style of Take 6
244	65511	The physics of liquid crystals under confinement: Porous media, networks, and the future  
244	66606	Realizing traditional built heritage for sustainability
244	66885	Introduction to Open ACC (Part 1)
244	68396	Advanced OpenACC (Part 3)
244	74375	Lecture 24: Markov Matrices; Fourier Series
244	76868	The Psychology of Social Media
244	79895	Adaptive Submodularity: A New Approach to Active Learning and Stochastic Optimization
244	81345	Geostatistics for Gaussian Processes 
244	83210	DeterminaciÃ³n de la clase de secciÃ³n de los perfiles de acero
244	102606	Adaptive Submodularity: A New Approach to Active Learning and Stochastic Optimization
245	4074	The physics of liquid crystals under confinement: Porous media, networks, and the future  
245	23129	Lecture 29: Exam Review 3
245	29012	Deep Learning in Natural Language Processing
245	83894	IntroducciÃ³n a las herramientas bÃ¡sicas de envi: Componentes principales y mÃ¡scaras
245	84307	Control de Calidad en EjecuciÃ³n: Movimiento de Tierras
245	84737	Video prÃ¡ctico NivelaciÃ³n GeomÃ©trica
245	85271	Modelos de negocio. Ejemplos.
245	85422	DescripciÃ³n del proyecto en EIA
246	8176	Graphical models
246	21082	Session 20: Judith Barry
246	27865	Analysis of Clustering Procedures
246	27874	Analysis of Clustering Procedures
246	27999	Latent Variable Models for Document Analysis
246	30015	Humans Learn Using Manifolds, Reluctantly
246	72037	Importing Knowledge Fragments to CMS-Enabled Data Mining Analytical Reports
246	75533	Importing Knowledge Fragments to CMS-Enabled Data Mining Analytical Reports
246	79768	Individual control over personal data in the data-driven economy
246	83268	Fuentes del Derecho Comunitario
246	83909	Transformada de Fourier de tiempo continuo: Calculo de transformadas
246	85319	CapÃ­tulo 3. NutriciÃ³n mineral
246	85375	Efecto Inductivo en las MolÃ©culas OrgÃ¡nicas
246	87072	Aula 2.0. Multimedia en la educaciÃ³n
246	133620	Relation Tracker - tracking the main entities and their relations through time
247	2001	Graphical Models
247	20165	Lecture 34: Final review
247	20166	Lecture 32: Stokes' theorem (cont.); review
247	20194	Lecture 32: Quiz 3 Review
247	74343	Lecture 33: Topological considerations - Maxwell's equations
247	85983	DiseÃ±o de uniones articuladas entre barras de acero
247	86177	Empleo de la notaciÃ³n E-Z en la isomerÃ­a Cis-Trans
247	133787	Species of Mind
248	321	Lecture 13: Intrinsic and Extrinsic Semiconductors, Doping, Compound Semiconductors, Molten Semiconductors
248	1353	Multi-task Learning with Gaussian Processes
248	7907	The Sensitivity of Latent Dirichlet Allocation for Information Retrieval
248	17343	Methodology and Tools for Research
248	17345	Methodology and Tools for Research
248	39720	Lecture 9 - Evolution, Emotion, and Reason: Love (Guest Lecture by Professor Peter Salovey)
248	65754	Emergence of Power Laws
248	83128	Modelo gaussiano de dispersiÃ³n de contaminantes
248	83500	Posicion velocidad y aceleraciÃ³n
248	84236	Estructuras de Control en java: Iteracion
248	84377	ARQUITECTURA DE LAS APLICACIONES JAVA ENTERPRISE EDITION
248	85240	El penacho de humos en chimeneas industriales
248	86269	La libertad ideolÃ³gica, religiosa y de culto
248	88919	Laplacian Matrices of Graphs: Algorithms and Applications
248	134112	Introduction to Particle Physics (for non particle physicists)
248	134243	Europe Media Monitor (EMM) System
249	5553	Big data: a new world of opportunities for software services
249	39653	Lecture 23 - Visions of the End: Daniel and Apocalyptic Literature
249	72478	Feature selection, fundamentals and applications
249	80211	Findings from the Hackathon on Understanding Euroscepticism Through the Lens of Textual Data
249	80703	On Finding Low Error Clusterings
249	87487	Institute for Autonomous Urbanism
250	2194	Sex differences in the Brain: Fact or Fiction? / Spolne razlike v moÅ¾ganih: Dejstvo ali izmiÅ¡ljotina?
250	2593	Non-classical Logic
250	2957	Fundamentals Of Metalogic
250	4731	Persistent Homology
250	5110	Global and Efficient Self-Similarity for Object Classification and Detection
250	16067	MPI & OpenMP (Part 1)
250	23365	Lecture 21: Diffraction - Gratings - Pin Holes - Angular Resolution
250	23704	Lecture 21: Diffraction - Gratings - Pin Holes - Angular Resolution
250	24881	Distributed Leadership in the Obama Campaign
250	28242	Graphical Models and message-passing algorithms
250	28914	Statistical modelling of sequences
250	37407	WSDM 2009 Closing Talk
250	41344	MPI & OpenMP (Part 2)
250	63751	MPI & OpenMP (Part 2)
250	64453	Open Stylometric System WebSty: Towards Multilingual and Muiltipurpose Workbench
250	64524	Global and Efficient Self-Similarity for Object Classification and Detection
250	66230	Motion Capture of Hands in Action using Discriminative Salient Points
250	67547	No voodoo here! Learning discrete graphical models via inverse covariance estimation
250	67680	From Injective Hilbert Space Embeddings to Deconvolution
250	78007	Graphons and Machine Learning: Modeling and Estimation of Sparse Massive Networks
250	84028	BÃºsqueda de LegislaciÃ³n en el BOE
250	84041	SIMULACION FSM: observaciÃ³n bÃ¡sica de resultados
250	84052	ComprobaciÃ³n frente a cargas puntuales de las vigas de alma llena
250	86789	Modelado 3D mediante revoluciÃ³n con Autocad
250	86918	DiseÃ±o de la red de cable de pares trenzados segÃºn el Anexo II del Real Decreto 3462011
250	87079	Herramientas TIC para el trabajo colaborativo
250	87113	Formato del paquete RTP
250	88223	Determinazione di cloruri in acqua Mohr
250	88225	Determinazione di rame in acqua
250	102588	The Fast Bilateral Solver
250	136704	Deep learning for computational chemistry: compound representation, ADMET profiles and automatic optimization
251	79936	HIV Lymphocyte Dynamics and Implications for Therapy
252	28567	Cognitive science for machine learning 2: Empirical methods
252	29450	b-Bit Minwise Hashing for Estimating Three-Way Similarities
252	34028	Fast methods for sparse recovery: alternatives to L1
252	37020	RdeÄi revirji
252	38116	Lecture 8 -  Nash equilibrium: location, segregation and randomization
252	64078	Cognitive science for machine learning 2: Empirical methods
252	64333	IOT Middleware for water management
252	64601	Compressed Counting Meets Compressed Sensing
252	71881	Focused belief propagation for query-specific inference
252	74257	Compressed Counting Meets Compressed Sensing
252	75289	Speeding Up Stochastic Gradient Descent
252	78972	Lecture 22: Non-ideal solutions
252	79853	b-Bit Minwise Hashing for Estimating Three-Way Similarities
252	80271	Vision: Challenges and Prospects
252	83776	Bases de soporte a flexocompresiÃ³n
252	83902	CaracterizaciÃ³n Fundamental de AnÃ¡lisis CalorimÃ©tricos: PolÃ­meros TermoplÃ¡sticos
252	85593	DiseÃ±o de placas de anclaje
252	87092	Interacciones gÃ©nicas - Epistasias dobles
252	88291	Optimizing Non-decomposable Performance Measures: A Tale of Two Classes
252	88940	Use of OER in Teaching and Learning
252	89099	Booklets for midwifery students in Low and Medium Resources Countries
252	137791	Factor Graphs for Fast and Scalable 3D Reconstruction and Mapping
253	10181	Introduction to the Semantic Web
253	20881	Lecture11: The Shapes of Molecules, Electron Domain Theory, Secondary Bonding
253	41468	Lecture 13: Lagrange multipliers
253	70776	Optimization of smart grids: Opportunities and directions
253	74067	Lecture 4: Applications to linear estimation: least squares
253	79340	Machine Learning for Robotics
253	84731	Restricciones por cota
253	86449	Inferencia respecto a una poblaciÃ³n normal. Intervalo de confianza para la varianza
254	5471	Analyzing the Behavior of Deep Visual Question Answering Models
254	15371	Potential new Dickeya sp. causing soft rot of Phalaenopsis orchids and bacteriophage biocontrol options
254	27668	Learning Theory
254	29528	Manifold Tangent Classifier
254	35093	Reinforcement learning
254	35094	Reinforcement learning
254	39433	Lecture 5 - What Is It Like to Be a Baby: The Development of Thought
254	78623	Coastland
254	83163	Variedades tradicionales: Sistemas HomeostÃ¡ticos
254	83721	El Sistema del Complemento. La VÃ­a ClÃ¡sica. ActivaciÃ³n
254	84887	Generalidades del sistema del complemento
254	85587	GenÃ©tica de los anticuerpos
254	86060	"Gerundi de posterioritat. ''Nivell C2 Superior"""
254	86574	Medidor de Campo. Promax MC 667
254	86851	DistribuciÃ³n Normal.CÃ¡lculos con el Statgraphis
254	86892	Retrato de modelo segÃºn las luces del rostro. TÃ©cnica Veneciana
254	87396	Introduction to Particle Physics (for non particle physicists)
254	88462	Pogodbeno pravo in pravo intelektualne lastnine 3. del
254	88466	Pogodbeno pravo in pravo intelektualne lastnine 4. del
255	28035	Probabilistic Models for Computational Linguistics
255	79259	Lecture 26: Elasticity - Young's Modulus
255	83176	DemostraciÃ³n por contradicciÃ³n aplicando tablas de verdad
255	85785	Convergencia absoluta y reordenaciÃ³n
255	86236	GestiÃ³n de stocks. MÃ©todo (s,S)
255	86448	TopologÃ­a en una geodatabase
255	86493	GestiÃ³n de trÃ¡fico en Frame Relay
255	86683	La meteorologÃ­a en el contexto de los estudios de contaminaciÃ³n atmosfÃ©rica.
255	87052	Uniones perfiles tubulares
255	133715	Semantic Data Mining
256	10684	Fundamentals of data science
256	16144	A Data Minerâs Story â Getting to Know the Grand Challenges
256	20629	Lecture 25: Symmetric Matrices and Positive Definiteness
256	20818	Lecture 13: Intrinsic and Extrinsic Semiconductors, Doping, Compound Semiconductors, Molten Semiconductors
256	20884	Lecture 15: Properties of Cubic Crystals: Simple Cubic, Face-centered Cubic, Body-centered Cubic, Diamond Cubic - Crystal Coordinate Systems, Miller Indices
256	21292	Lecture 10: LCAO MO, Energy Level Diagrams for H2, He2, Li2 - Hybridization, Double Bonds and Triple Bonds, Paramagnetism and Diamagetism
256	21763	Lecture 15: Valence bond theory and hybridization
256	23366	Lecture 19: Exam 2 Review
256	73794	Anaphora and coreference resolution: still a hard nut to crack? How far has it gone, what is its impact on NLP and what are the ways forward?
256	78777	Lecture 12: Metallic Bonding, Band Theory of Solids (Heitler and London), Band Gaps in Metals, Semiconductors, and Insulators, Absorption Edge of a Semiconductor
256	82006	A Unifying Framework of Anytime Sparse Gaussian Process Regression Models with Stochastic Variational Inference for Big Data
256	83906	ContabilizaciÃ³n de las operaciones de ampliaciÃ³n del capital. Aumento de capital con cargo a aportaciones dinerarias
256	84374	Una matriu real no diagonalitzable, perÃ² diagonalitzable com a matriu complexa
256	84655	CÃ¡maras de vista 3D en AutoCAD
256	85544	El derecho de asociacion
256	86519	CreaciÃ³n de maps
256	87189	NanotecnologÃ­a en la industria alimentaria. Aplicaciones
256	87199	DeterminaciÃ³n de la materia orgÃ¡nica. Demanda quÃ­mica de oxÃ­geno
256	87640	Provenance Information in a Collaborative Knowledge Graph: an Evaluation of Wikidata External References
257	5472	Chains of Reasoning over Entities, Relations, and Text using Recurrent Neural Networks
257	8564	Hierarchical Clustering
257	20185	Lecture 4: Applications to linear estimation: least squares
257	22191	Lecture 18: Shortest Paths II: Bellman-Ford, Linear Programming, Difference Constraints 
257	66706	Polynomial Shape from Shading
257	69180	Predicting Positive and Negative Links in Online Social Networks
257	83644	El problema de asignaciÃ³n biunÃ­voca
257	84809	Retrato de modelo en dos sesiones segÃºn las luces y las sombras sobre imprimaciÃ³n de tono medio
257	85269	La ecuaciÃ³n de Bernoulli
257	85383	Retrato de modelo en tonos medios, grisalla de color sin contrastes
257	85809	DiseÃ±o de filtros pasivos Pasa Bajo.
257	102590	Stress affects survival of adrenal gland stem cells through leptin in Sprague Dawley rats
258	2739	String Theory for Pedestrians
258	3187	String Theory for Pedestrians
258	3188	String Theory for Pedestrians
258	12318	Lecture 2 - The Hebrew Bible in Its Ancient Near Eastern Setting:  Biblical Religion in Context
258	12624	Learning with Structured Sparsity
258	14890	Approximate Bayesian computation (ABC): advances and questions
258	16739	From Trees to Forests and Rule Sets - A Unified Overview of Ensemble Methods
258	29527	Empirical models of spiking in neural populations
258	41787	Slowly but surely, Bayesian ideas revolutionize medical research
258	64848	Neural Networks with Few Multiplications
258	65606	Empirical models of spiking in neural populations
258	67306	Speeding Up Stochastic Gradient Descent
258	73628	Machine Learning and Signal Processing Tools for BCI
258	73685	Spectral learning of linear dynamics from generalisedlinear observations with application to neural population data
258	80796	Connections between the Lasso and Support Vector Machines
258	80854	Probabilistic decision-making, data analysis, and discovery in astronomy
258	81241	No voodoo here! Learning discrete graphical models via inverse covariance estimation
258	81285	Spectral learning of linear dynamics from generalisedlinear observations with application to neural population data
258	81414	From Injective Hilbert Space Embeddings to Deconvolution
258	81487	Challenges for Machine Learning in Computational Sustainability
258	82288	Connections between the Lasso and Support Vector Machines
258	83563	DistribuciÃ³n normal. Papel probabilÃ­stico normal
258	83730	Representaciones grÃ¡ficas. Diagrama de Box-Whisker
258	84368	DiseÃ±o y dimensional de la red de transporte en un sistema de riego localizado. Datos de partida, topologÃ­a y trazado.
258	84537	Microondas. Propiedades de SimetrÃ­a
258	85738	DiseÃ±o de Algoritmos Paralelos: AsignaciÃ³n de Tareas
258	85797	Mezcladores y Traductores RTP
258	86667	Tipos de las boquillas de pulverizacion
258	86932	Convergencia de series alternadas
258	88375	Neurobiological Markers of Post-Stroke Rehabilitation
258	89831	Ischemic Stroke: Clinical and Therapeutic Implications
258	89851	Attributed Description Logics: Ontologies for Knowledge Graphs
259	1839	Basics of algorithmics, computation models, formal languages
259	2139	Basics of algorithmics, computation models, formal languages
259	23153	Lecture 17: Motional EMF, Dynamos, Eddy Currents, Magnetic Braking
259	36931	Lecture 11: Molecular Biology 2
259	66880	 A Network-based End-to-End Trainable Task-oriented Dialogue System
259	69725	Analyzing the Evolution of Vocabulary Terms and their Impact on the LOD Cloud
259	75746	Seeing Vs. Noticing: Helping users find and use information quickly
259	87320	Interview with Steven Davy
259	87436	Beyond Correlation Filters: Learning Continuous Convolution Operators for Visual Tracking
259	88610	Time Series data Mining Using the Matrix Profile: A Unifying View of Motif Discovery, Anomaly Detection, Segmentation, Classification, Clustering and Similarity Joins 
260	664	Introduction to Machine Translation
260	11641	Lecture 2 - The Ring of Gyges: Morality and Hypocrisy
260	15373	Synthesis of SrTiO3 particles: tailoring the shape, size and crystal growth orientation
260	31831	Brez metuljev ni pravega sonÄnega dne
260	34577	Non-classical Logic
260	39563	Lecture 15 - Hebrew Prophecy: The Non-Literary Prophets
260	39579	Lecture 8 - Exodus: From Egypt to Sinai (Exodus 5-24, 32; Numbers)
260	63685	Opportunities for Urban Regeneration in Belgrade's Periphery 
260	71763	Graph Helmholtzian and rank learning
260	73019	If These Walls Could Talk
260	73467	On the Detection of Neologism Candidates as a Basis for Language Observation and Lexicographic Endeavors: the STyrLogism Project
260	73581	Graph Helmholtzian and rank learning
260	78136	Statistical Techniques for Particle Physics
260	84494	AMORTIZACIÃN DE LA MAQUINARIA EN LA CONSTRUCCIÃN
260	85894	Desacoplo de polarizaciÃ³n
260	86149	Prontuario de OrCAD. Pspice: Entorno y AnÃ¡lisis .DC (I)
260	86491	Direcciones y planos en celdas hexagonales
260	86722	Seiketsu. La cuarta de las 5S
260	102617	X, Y, Zebra
261	15297	An Introduction to Statistical Relational Learning
261	40741	An Introduction to Statistical Relational Learning
261	40742	An Introduction to Statistical Relational Learning
261	73450	Data mining and Machine learning algorithms
261	74043	Statistical Techniques for Particle Physics
261	79532	Lecture 27: Resonance, Destructive Resonance, Electromagnetic Waves, Speed of Light, Radio - TV, Distance Determinations using Radar and Lasers
261	85489	InformaciÃ³n muestral imperfecta y Teorema de Bayes
261	86957	Acciones en sistemas de arrastramiento de cubierta.
261	89979	Crisis of the international refugee system and possible solutions: the Global Cop-out on Refugees
261	102638	Session 1
262	715	Semantic Technologies: Origins, Linked Data and Beyond
262	758	Semantic Technologies: Origins, Linked Data and Beyond
262	2327	Non-classical Logic
262	6482	Sliding Shapes for 3D Object Detection in Depth Images
262	10127	Probability and statistics
262	28560	Mining Networks through Visual Analytics:
262	30020	A Preliminary Evaluation of Word Representations for Named-Entity Recognition
262	39065	Lecture 7 - Plato, Part II: Arguments for the immortality of the soul
262	40202	Introduction to Root
262	66106	Practical Post-Editing Lexicography with Lexonomy and Sketch Engine
262	70365	A Preliminary Evaluation of Word Representations for Named-Entity Recognition
262	74904	Data Mining for Anomaly Detection
262	78965	Lecture 9: Electronegativity, Partial Charge, Polar Bonds and Polar Molecules - Ionic Character of Covalent Bonds, Pauling's Calculation of Heteronuclear Bond Energies
262	83850	ANOVA. AnÃ¡lisis de la varianza con un factor.
262	84012	DifusiÃ³n: 2Âª Ley de Fick
262	85287	Cerca amb adversari: algorisme minimax i poda alfa-beta
262	85946	El concepto de grado en la teorÃ­a de grafos
262	85990	DiseÃ±o de la red de transporte en un sistema de riego localizado. Dimensionado de la red con bombeo.
262	86337	La pila de combustible. Componentes bÃ¡sicos.
262	86742	Titularidad de los derechos de autor del software
262	87620	Lessons Learned in Building Linked Data for the American Art Collaborative
262	89987	Recent Advances in Feature Selection: A Data Perspective 
263	20400	Lecture 32: Nonlinear optimization: algorithms and theory
263	35599	Lecture 15: Manipulator Control
263	39356	Lecture 2 - Introductory Lecture
263	74754	PanoContext: A Whole-room 3D Context Model for Panoramic Scene Understanding
263	83808	"Usos incorrectes de l''infinitiu. L''infinitiu imperatiu. ''Nivell C2 Superior"""
263	84878	Distancia entre dos rectas paralelas en el  sistema de planos acotados
263	84942	Seguridad InformÃ¡tica: copias de seguridad
263	85570	Temas pendientes en la liberizacion del transporte aereo internacional
264	5118	How to discount Information: Information flow in sensing-acting systems and the emergence of heirarchies
264	21030	Lecture 13: Physical Properties of Crystal Structures
264	21429	Lecture 13: Physical Properties of Crystal Structures
264	29222	Understanding Visual Scenes
264	31668	Episteme, Knowledge and Understanding
264	39403	Lecture 13 - Personal identity, Part IV; What matters?
264	72642	Encoding Category Correlations into Bilingual Topic Modeling for Cross-Lingual Taxonomy Alignment
264	73472	Focused belief propagation for query-specific inference
264	77134	Optimization in Multi-Agent Systems
264	78644	Lecture 16: Continuation: More General Periods; Even and Odd Functions; Periodic Extension
264	78823	Session 1
264	83469	Algoritmo de encaminamiento de vector distancias
264	85095	ResoluciÃ³n de ejercicios de integrales utilizando el mÃ©todo de integraciÃ³n por partes. Funciones elementales
264	85176	Impedancia de antenas.
264	85329	AnÃ¡lisis de dos muestras procendentes de poblaciones normales
264	85653	Efecto de apertura
264	85715	Historia del Audio Digital 1 parte
264	86076	Operador Bit a Bit NOT
264	86942	Organismos Normalizadores
264	87064	Optimizacion del comportamiento de materiales polimericos.  Compatibilizantes para WPCs Wood Plastic Composites
264	87087	Jitter
265	23769	Lecture 29: Snell's Law, Refraction, Total Reflection, Dispersion, Prisms, Huygens's Principle, The Illusion of Color, The Weird Benham Top, Land's Famous Demo
265	63602	Seeing Vs. Noticing: Helping users find and use information quickly
265	83244	Analizador de redes. Agilent 8714ET
265	84019	Valores propios de una matriz
265	85880	ExtracciÃ³n de la cafeÃ­na a partir de una bebida de cola
265	86386	CÃ¡lculo de superficies. MÃ©todo de coordenadas cartesianas
265	102574	What does an Ontology Engineering Community look like? A Systematic Analysis of the Schema.org Community
265	136297	Dropout: A simple and effective way to improve neural networks
265	137724	Computing Authoring Tests from Competency Questions: Experimental Validation
266	9645	Lecture 17 -  Backward induction: ultimatums and bargaining
266	14317	Learning How to Move and Where to Look from Unlabeled Video
266	14981	Inkjet printing thin-film electronic devices from solution-based inks
266	19072	Online Reinforcement Learning from Concurrent Customer Interaction Sequences
266	20161	Lecture 27: Multiresolution, wavelet transform and scaling function
266	22113	Lecture 4: Decomposition and abstraction through functions; introduction to recursion 
266	23184	Lecture 27: Fluid Mechanics - Pascal's Principle - Hydrostatics - Atmospheric Pressure - Over Pressure in Lungs and Tires
266	33129	Introduction to Information Retrieval
266	36324	Welcome
266	41277	Foundations: Models and Methods of IR
266	64335	UK Minister of Environment - Tackling the Environmental Issue
266	65053	Inkjet printing thin-film electronic devices from solution-based inks
266	69737	Structural Summarization of Semantic Graphs
266	74254	Lecture 2: Determinants; cross product
266	74259	New Algorithms for Learning Incoherent and Overcomplete Dictionaries 
266	75282	Transfer Learning With Adaptive Regularizers
266	79300	Lecture 17: Wave Guides - Resonance Cavities of EM-radiation and Sound
266	80387	The Origin of Mass and the Feebleness of Gravity
266	83097	Servicios del nivel de red (OSI)
266	83930	TGA Methods
266	84295	Si y sÃ³lo si
266	84707	IntegraciÃ³n por Partes. Herramienta fundamental II
266	85525	Elementos de los pulverizadores hidrÃ¡ulicos
266	85569	Politicas aeroportuarias y asignacion de slots
266	85716	Aprenentatge AutomÃ tic i Reconeixement de Formes.
266	86150	AcotaciÃ³n
266	86872	IntegraciÃ³n funciones racionales. RaÃ­ces reales mÃºltiples
266	89862	Interview with Luc Steels
266	89866	Interview with Virginia Dignum
266	133617	Towards smart statistics in labour market domain
266	136537	Preparing multi-modal data for natural language processing
266	137083	Medical Text Mining
266	137657	00:/, London, United Kingdom
267	80349	Concentration Inequalities
267	84897	Modelado 3D mediante solevado con Autocad
267	86052	Fundamentos de la caracterizaciÃ³n termogravimÃ©trica
267	86911	Transferencia de calor II
267	137676	Lecture 3: Divide-and-Conquer: Strassen, Fibonacci, Polynomial Multiplication 
268	928	Lecture 10: Second derivative test; boundaries and infinity
268	2980	QCD for Postgraduates
268	7348	Random k-Labelsets: An Ensemble Method for Multilabel Classification
268	7414	On the Combination of Two Decompositive Multi-Label Classification Methods
268	8115	Multi-Label Ensemble Learning
268	10086	Adaptive Linked Data-driven Web Components: Building Flexible and Reusable Semantic Web Interfaces
268	10336	From Queriability to Informativity, Assessing âQuality in Useâ of DBpedia and YAGO
268	13255	Unsupervised Discovery of Structure, Succinct Representations and Sparsity
268	17885	Network Mining and Analysis for Social Applications
268	21189	Lecture 1: Atomic Theory of Matter
268	37734	SmartMiner: A New Framework for Mining Large Scale Web Usage Data
268	40739	Lecture 33: Molecular Medicine 2
268	41168	Lecture 33: Molecular Medicine 2
268	70973	 Learning Nash Equilibrium for General-Sum Markov Games from Batch Dat
268	71810	Novel Computational and Recording Techniques for Studying Neuronal Oscillations Acquired with EEG/MEG
268	75135	A Novel Stability based Feature Selection Framework for k-means Clustering
268	77030	Project Calliope â A European Thematic Network for eHealth Interoperability
268	77866	Bringing Structure to Text: Mining Phrases, Entity Concepts, Topics, and Hierarchies
268	78119	Network Mining and Analysis for Social Applications
268	79929	Efficient sampling for Bayesian inference of conjunctive Bayesian networks
268	80333	Project Calliope â A European Thematic Network for eHealth Interoperability
268	83330	La casa del Toyota Production System
268	85987	Filtros de anillas. Ejemplo de selecciÃ³n fabricante AZUD.
268	86094	Filtros de anillas. Ejemplo de selecciÃ³n fabricante ARKAL.
268	86791	Llenguatge C: Estructura condicional simple if
268	86811	Ecuaciones diofÃ¡nticas
268	86907	Conjunto de partes de un conjunto
268	86927	El rendimiento a la barra de un tractor.
268	89332	Deep Learning 2
268	102619	Multi-Label Learning by Exploiting Label Dependency
268	137497	Should Model Architecture Reflect Linguistic Structure?
269	14696	3D printing biomaterials for regenerative medicine
269	66980	Lecture 2: Space Shuttle History
269	83803	DeterminaciÃ³n de las estructuras cristalinas
269	87022	Antenas de aperturas
269	135441	Free energy and active inference
270	7271	Probabilistic Explanation Based Learning
270	9388	Dealing with structured and unstructured data at Facebook
270	10967	Innovative Cross-border eRegion development in the living labs environment
270	30278	From Genomes to Personalized Medicine: Reverse Engineering Biological Systems
270	73675	Control of overt attention 
270	79357	Lecture 24: Rolling Motion - Gyroscopes - VERY NON-INTUITIVE
270	85114	ResoluciÃ³n de ejercicios de integrales utilizando el mÃ©todo de integraciÃ³n por partes. Polinomios
270	85116	Introduccion a los Sistemas de Colas
270	85134	La reforma de la ConstituciÃ³n
270	86536	Consulta de areas y distancias
270	89348	A Systematic Analysis of Term Reuse and Term Overlap across Biomedical Ontologies
271	23149	Lecture 23: Review Exam 2
271	28838	Statistical modelling of sequences
271	28839	Statistical modelling of sequences
271	28913	Statistical modelling of sequences
271	79051	Modeling Relational Data with Graph Convolutional Networks
271	79261	Lecture 33: Kinetic Gas Theory - Ideal Gas Law - Isothermal Atmosphere - Phase Diagrams - Phase Transitions
271	83555	Coordenadas GeogrÃ¡ficas
271	85183	Technical english - Cause and effect expressions
271	86621	Retrato de modelo en dos sesiones utilizando una paleta reducida sobre imprimaciÃ³n de tono medio
272	10273	Combining Word and Entity Embeddings for Entity Linking
272	11911	Structured Prediction Problems in Natural Language Processing
272	13322	Lecture 18: Recombinant DNA 4
272	13437	Robot Trajectory Optimization Using Approximate Inference 
272	21543	Lecture 5: Floating point numbers, successive refinement, finding roots 
272	39431	Lecture 3 - Foundations: Freud
272	63667	Combining Word and Entity Embeddings for Entity Linking
272	79940	Machine Learning Markets
272	83177	Flex. Desarrollo de un analizador lÃ©xico usando Flex
272	83397	IntroducciÃ³n a Flex y Bison. GeneraciÃ³n de procesadores de lenguajes
272	83883	C2 ConsegÃ¼ent - dependent - estada- fÃ stic
272	85414	Mini desafÃ­o de diseÃ±o
272	85473	Inventario Ambiental
272	85820	Architectural subsystems
272	86042	Building typology
272	87374	Science meets industry - why are many innovative coating technologies never entering the market?
272	87464	Less is More: Towards Compact CNNs
272	87572	Querying Datasets on the Web with High Availability
272	136217	Science meets industry - why are many innovative coating technologies never entering the market?
273	22063	Lecture 9: Introduction to Networks
273	27955	Theory, Methods and Applications of Active Learning
273	34695	Fundamentals Of Metalogic
273	35097	Introduction to logic
273	36238	Semiconductor properties
273	40306	Lecture 4: Naming
273	79034	Lecture 7: Virtual Processors: Threads and Coordination
273	89105	Rule Learning from Knowledge Graphs Guided by Embedding Models
274	266	Frequent Pattern Mining
274	1210	Philosophical Issues
274	6022	O prehrani in telesni aktivnosti
274	14495	Learning to align: a statistical approach
274	16141	Statistical Modeling of Relational Data
274	16675	Statistical Modeling of Relational Data
274	16819	Feedback Effects between Similarity and Social Influence in Online Communities
274	20718	Course Introduction
274	22017	Lecture 7: Circuits
274	22627	Lecture 17: Shortest Paths I: Properties, Dijkstra's Algorithm, Breadth-first Search
